source,country,link,author,published,headline,subheading,content
RussiaToday,Russia,https://www.rt.com/russia/570843-ukraine-nato-west-naryshkin/,,"Feb 2, 2023 08:37  ","
                Russian spy chief weighs in on ‘fighting to the last Ukrainian’
            ","
                                                                        Moscow understands that most people in Ukraine are normal and just want a peaceful life, Sergey Naryshkin says
                                                            ","Russia has no desire for the conflict with Kiev to continue until the last Ukrainian, the head of Foreign Intelligence Service (SVR) has said. Sergey Naryshkin went on to accuse the West of keeping up arms supplies to Vladimir Zelensky’s government in order to prolong the hostilities.Since the fighting broke out in February last year, Russia’s top officials including President Vladimir Putin and Foreign Minister Sergey Lavrov have suggested that Kiev’s Western backers wanted the conflict continue “to the last Ukrainian.” The comment implied that the US and its allies were ready to sacrifice Ukrainian lives for their declared goal of weakening Russia.Naryshkin told the RIA Novosti news agency on Thursday that Moscow does not want to see this scenario occur.“If we talk about Russia, then, of course, we wouldn’t want to wage war to the last Ukrainian,” he insisted.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Putin sets mission for Russian military
        
    

The spy chief reiterated Moscow’s stance that the people of Ukraine are not the enemy. “We understand that most of the population of Ukraine are normal people, who want to live a peaceful life, but those people became both hostages and victims of the totalitarian Kiev regime, and victims of the aggressive policies of the NATO bloc,” he said.According to Naryshkin, the US-led military alliance “poses the main threat to stability and security in Europe and beyond.”Making sure that Ukraine officially declares itself a neutral country that will never join NATO – a development that would gravely undermine Russia’s security – has been mentioned by Moscow among the reasons for launching the military operation almost a year ago.Russia has long insisted that the fighting in Ukraine is actually a “proxy war” waged against Moscow by Washington and its allies. Last month, the chief of the Russian General Staff, Army General Valery Gerasimov, said the country’s armed forces were “opposed by almost the entire collective West” in the conflict.
  
  READ MORE:  
  Kremlin supports cash rewards for burning NATO tanks
Earlier this week, Foreign Minister Lavrov said Russia was always ready to consider any “serious proposal” on resolving the crisis in Ukraine through diplomatic means, but the Americans have so far been unable to formulate one. The latest message from US Secretary of State Antony Blinken was “stop” and “leave” Ukraine, and “then everything will be fine,” the Russian diplomat said, calling the idea unacceptable to Mosсow."
RussiaToday,Russia,https://www.rt.com/news/570833-general-atomics-ukraine-reaper-drones/,,"Feb 2, 2023 00:13  ","
                US drone maker offers Kiev $1 deal, with a catch
            ","
                                                                        The deal for two Reaper drones would actually cost $18 million for the first year alone
                                                            ","US weapons manufacturer General Atomics has offered Ukraine two Reaper MQ-9 drones for just $1 – but the controversial deal, if approved, would come with significant carrying costs, the Wall Street Journal reported on Tuesday.The proposal would require Ukraine to spend $10 million just to prepare and ship the drones from the US, while maintenance costs would run to about $8 million annually, according to the outlet. In addition to two older MQ-9A Block 1 drones, the package would include a mobile ground control station to operate the UAVs “almost anywhere,” according to a letter seen by the WSJ.General Atomics CEO Linden Blue pitched the idea to the Ukrainian military attache last month. While Kiev and Washington both declined to comment, company spokesman C. Mark Brinkley told the Journal that discussions between the Ukrainian government and his company had been underway for “many months.”
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: Black Sea port repels two Ukrainian drone attacks within 24 hours – official
    

“We do believe Ukraine needs a capability like the Reaper, and soon,” Brinkley said. While the US has armed Ukraine with over 700 Switchblade and 1,800 Phoenix Ghost kamikaze drones capable of dive-bombing targets, as well as a handful of reconnaissance UAVs, Washington continues to insist its assistance has been mostly defensive in nature.Reaper drones, with their 66-foot wingspans and an endurance of at least 12 hours when fully loaded, have formidable offensive capabilities and are more difficult to pass off as solely defensive weapons.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: Ukrainian intelligence chief threatens attacks in Russia
    

The Pentagon has been reluctant to share high-tech drones with Ukraine out of concern they would end up in Russian hands, and even though the military contractor is offering to sell the aircraft directly to Ukraine without going through the US government, the White House would still have to approve the technology transfer.Ukraine also had a fleet of Turkish Bayraktar TB2 drones, most of which had been destroyed over the past year, according to the Russian Defense Ministry. In the meantime, Ukraine has been clamoring for fighter jets from its western suppliers ever since the US and several European countries dropped their resistance to supplying its military with Western-made tanks."
RussiaToday,Russia,https://www.rt.com/news/570835-erdogan-ukraine-tanks-risk/,,"Feb 1, 2023 23:45  ","
                Erdogan comments on tanks for Ukraine
            ","
                                                                        The “risky” move will only enrich arms dealers, the president of Türkiye said
                                                            ","The decision by some NATO countries to send tanks to Ukraine is a high-risk move that probably won’t help end the conflict, Turkish President Recep Tayyip Erdogan said on Wednesday.“I personally can’t say that sending tanks will resolve this issue,” Erdogan told the state broadcaster TRT when asked about the tanks. “This is a high-risk endeavor and will only line the pockets of gun barons.”Türkiye will continue the talks with both Russia and Ukraine in an effort to find a negotiated settlement, Erdogan added.Earlier in the day, Spain announced it would send at least six Leopard 2A4 tanks to the government in Kiev, and needed to consult with the Spanish military industry about the possibility of sending more.Türkiye’s President Erdogan on war in Ukraine:- Talks with leaders of Ukraine & Russia continue & will continue for lasting peace- Sending tanks & weapons would not fix issue & will only fill pockets of weapon producers pic.twitter.com/AxtNxl14Yj— TRT World (@trtworld) February 1, 2023After weeks of resisting demands by Ukraine, Poland and several other countries to approve the delivery of German-developed Leopards, the government in Berlin relented last week. Germany pledged 14 Leopard 2A6 tanks from the Bundeswehr’s own stocks, while an additional 51 of the same model and 88 of the older model 1 may come from Rheinmetall as they get refurbished.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: Kremlin supports cash rewards for burning NATO tanks
    

The Russian embassy in Berlin said that Chancellor Olaf Scholz’s “extremely dangerous decision” has escalated the conflict in Ukraine and represents “the final rejection of Germany’s historical responsibility to the Russian people,” referring to the outcome of the Second World War.The US has also promised between 30 and 50 of its M1 Abrams tanks, but it was unclear how soon they may be ready for delivery. Poland indicated on Wednesday it wished to fast-track the training of Ukrainian tank personnel, with only a five-week crash course.Moscow has repeatedly urged the West against sending weapons to Ukraine, arguing that it would only lead to more bloodshed and not change the outcome of military operations. The Kremlin said that providing heavy tanks to Kiev was proof of NATO’s “direct involvement” in the conflict and warned that they “will burn like the rest” of Western-supplied weapons."
RussiaToday,Russia,https://www.rt.com/news/570832-ukraine-official-claims-musk-suppressing-tweets/,,"Feb 1, 2023 20:51  ","
                Ukrainian official alleges Twitter conspiracy
            ","
                                                                        An aide to President Vladimir Zelensky has claimed that Elon Musk is suppressing the Kiev government’s accounts on the platform
                                                            ","Ukrainian presidential adviser Mikhail Podoliak has blasted Twitter owner Elon Musk as a sympathizer for Russian propagandists, accusing the billionaire entrepreneur of “forcibly reducing” the reach of the Kiev government’s accounts on the social media platform.“Maybe you should stop pessimizing Ukrainian official accounts and forcibly reducing their reach,” Podoliak told Musk on Wednesday in a Twitter post. “It’s too obvious.”He went on to suggest that Musk has tried to help “talentless” purveyors of Russian propaganda. “It won’t help them, and Twitter’s reputation is dying,” Podoliak claimed. “Maybe a regulator is needed to explain competition rules to the owner.”It’s not clear which regulatory agency Podoliak wants to unleash on Musk or which antitrust law he has supposedly violated. Many Twitter users have complained in recent days of declining reach and engagement of their posts. The company’s engineers are reportedly working to resolve a glitch that apparently arose when the platform tweaked some of its features last month..@elonmusk, maybe you should stop pessimizing 🇺🇦 official accounts & forcibly reducing their reach? It's too obvious. Don’t help talentless ru-propaganda. It won't help them and @Twitter's reputation is dying. Maybe a regulator is needed to explain competition rules to the owner?— Михайло Подоляк (@Podolyak_M) February 1, 2023Musk provided Ukraine free use of his Starlink satellite communication service after Russia launched its military offensive against Kiev last year. Media outlets, including the Economist, have credited Musk’s satellites with having “saved Ukraine and changed warfare.” However, Zelensky’s regime has clashed with the Tesla CEO, such as when Musk suggested last October that the conflict could be ended by offering such concessions as allowing UN-monitored secession elections in separatist regions.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: Ukrainian city cancels Elon Musk
    

“F**k off is my very diplomatic reply to you,” Ukraine’s then-ambassador to Germany, Andrey Melnik, told Musk in response. “The only outcome is that now no Ukrainian will ever buy your f**king Tesla crap.”Musk bought Twitter for $44 billion in October, vowing to make it a bastion for free speech. But he has also made enemies on the Russian side of the conflict. Vladimir Solovyov, a prominent Russian television host, recently denounced the Twitter owner as a “war criminal” for his support of Ukraine’s military.  Podoliak has a history of making unsupported allegations, such as his claim last week that the International Olympic Committee (IOC) took bribes from Russia to “promote genocide.” He made the accusation after the IOC floated the idea of allowing Russian athletes to return to competitions. In December, he accused Twitter of hiding trends related to the Ukraine crisis, apparently dismissing the possibility that public interest in the conflict had declined. "
RussiaToday,Russia,https://www.rt.com/news/570831-habeck-fighter-jets-tanks-ukraine/,,"Feb 1, 2023 20:24  ","
                EU country draws the line at fighter jets to Ukraine
            ","
                                                                        Despite supporting the gift of Leopard tanks to Kiev, Germany’s vice chancellor thinks planes are a step too far
                                                            ","German Vice Chancellor Robert Habeck has warned against supplying fighter jets to Ukraine, arguing the step would “probably” be crossing a line and risk drawing Berlin into direct conflict with Moscow.“There is a difference between battle tanks and fighter jets,” he told a TV host on Tuesday.Habeck was a strong proponent of sending German-made Leopard 2 tanks to Kiev, and saw his wishes prevail over those of former Defense Minister Christine Lambrecht, who was replaced with Habeck’s own pick, Boris Pistorius. Germany last week announced it will provide 14 Leopard 2 tanks to Kiev. Poland will supply another 14, Spain will offer between four and six, and Norway will contribute up to eight and some parts.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Germany is rewriting history to blame Russia for its own bad decisions
        
    

However, even including an American pledge of 31 M1 Abrams tanks, current allocations barely meet a third of Ukraine’s demands for 300 new tanks, and the machines are not expected to be delivered until the autumn. The Russian ambassador to Germany, Sergey Nechaev, condemned Berlin’s gift of the Leopards as “highly dangerous” and warned it “takes the conflict to a new level of confrontation.”Despite Berlin’s hesitance to supply Kiev with fighter jets, an adviser to Ukrainian President Vladimir Zelensky claimed on Wednesday that talks were already underway to provide their military with “attack aircraft.” Former UK Prime Minister Boris Johnson has urged his erstwhile colleagues to fork over their fighter planes “as fast as possible,” even as the current British leadership joined Habeck and US President Joe Biden in saying no to their ally’s latest demand."
RussiaToday,Russia,https://www.rt.com/news/570830-nato-says-china-russia-ties-a-threat/,,"Feb 1, 2023 19:22  ","
                China-Russia relationship a threat – NATO
            ","
                                                                        Secretary General Jens Stoltenberg has claimed that the Western bloc needs more friends in Asia amid Beijing’s rise
                                                            ","China and Russia are leading an “authoritarian pushback” against the “international rules-based order,” and their expanding ties pose a security threat that Western powers and their Asian allies must address together, NATO Secretary General Jens Stoltenberg has claimed.“The fact that Russia and China are coming closer and the significant investments by China and new advanced military capabilities just underlines that China poses a threat, poses a challenge also to NATO allies,” Stoltenberg said on Tuesday in a speech in Tokyo. “Security is not regional but global. NATO needs to make sure we have friends. It is important to work more closely with our partners in the Indo-Pacific,” added the NATO chief. Stoltenberg made his comments a day after meeting with Japanese Prime Minister Fumio Kishida to discuss deepening ties between Tokyo and the Western military alliance. Japan plans to open an independent delegation office at NATO headquarters in Brussels and send a representative to the bloc’s council and defense chief meetings.While claiming that NATO doesn’t consider China an adversary, Stoltenberg said Beijing’s “growing assertiveness” and “coercive policies” are troubling. He accused China of bullying its neighbors in the South China Sea, threatening Taiwan, spreading “disinformation” about the Russia-Ukraine conflict, and expanding its nuclear and conventional military forces “without any transparency.” China’s deepening relationship with Russia only adds to those worries.“Moscow and Beijing are deepening their strategic partnership,” Stoltenberg said. “The two countries train and operate more together militarily, conducting joint naval and air patrols also in the vicinity of Japan. Their economic cooperation is increasing, and China has not condemned Russia’s invasion of Ukraine.”
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: NATO boss warns of potential war with Russia
    

The NATO chief claimed that if Russia wins its conflict with Ukraine, it will “send a message that authoritarian regimes can achieve their goals through brute force. This is dangerous. Beijing is watching closely and learning lessons that may influence its future decisions. What is happening in Europe today, could happen in East Asia tomorrow.”Chinese officials have blasted NATO for “trying to launch a new Cold War.” After Stoltenberg spoke last summer of the threat allegedly posed by Beijing, Chinese Foreign Ministry spokesman Zhao Lijian said NATO should “stop trying to mess up Asia and the world after messing up Europe.”Stoltenberg said it is “essential to have friends” in a “more dangerous and competitive world.” He vowed that amid such instability, “Japan can count on NATO to stand with you.”
  
  READ MORE:  
  NATO chief links China to bloc's Ukraine support
"
RussiaToday,Russia,https://www.rt.com/russia/570810-mozart-group-rebranded-ukraine/,,"Feb 1, 2023 15:50  ","
                Mozart Group training Ukrainian troops has ‘ended’ – founder
            ","
                                                                        The scandal-plagued mercenary group is set to be rebranded, Andrew Milburn has announced
                                                            ","The Mozart Group, a private military company that has been providing training for Ukrainian troops, is set to change its name, the group’s co-founder, Andrew Milburn, announced on Wednesday.“Today was the last day for the Mozart Group. The Mozart Group ended today. The name and entity had become the subject of litigation and a distraction from our core mission: training Ukrainian soldiers and rescuing civilians. But, the mission and the people continue,” Milburn wrote in a social media post.The retired Marine commander did not reveal the name of the rebranded group.Founded by US citizens Andrew Milburn and Andrew Bain last March, the Mozart Group has been viewed by some as a Western response to the Wagner Group – the Russian private military company taking part in the ongoing hostilities between Moscow and Kiev. The group has been extremely ambiguous about its goals, insisting it has been engaging in exclusively “humanitarian” work, but, at the same time, admitting it has been training Kiev’s forces to “kill Russians.”
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: Ukraine run by ‘f****d up people’ – US instructor
    

The Mozart Group has also become the subject of multiple controversies lately. Late last year, for instance, Milburn delivered explosive remarks on the Team House podcast, stating that there were “f****d up people running Ukraine” and admitting he was “not a big fan” of the country altogether. The mercenary leader also condemned “a number of things” that Kiev’s forces do with Russian POWs in violation of the Hague Convention on the Laws of Armed Conflict.The group has also been damaged by a conflict between its co-founders, with Bain accusing Milburn of violating US arms trafficking regulations and seeking to expand Mozart’s training operations into Armenia. The pending lawsuit also accused Milburn of embezzling money, staging burglaries of humanitarian supplies in Ukraine, bribing Ukrainian military leaders and even sexually harassing a female co-worker. Milburn, in turn, accused Bain of seeking to extort money from the Mozart Group and alleging his close ties with Russia, which the latter denies."
RussiaToday,Russia,https://www.rt.com/russia/570812-nevzorov-journalist-sentence-ukraine/,,"Feb 1, 2023 15:34  ","
                Controversial Russian journalist sentenced for ‘military disinformation’ 
            ","
                                                                        Aleksandr Nevzorov was found guilty of disseminating false information about the conflict in Ukraine  
                                                            ","A Moscow court has handed prominent Russian journalist Aleksandr Nevzorov an eight-year prison term for spreading fake news about troops from his homeland. The media personality was sentenced in absentia after he fled Russia shortly after the launch of Moscow’s military operation in Ukraine. Nevzorov was found guilty on Wednesday of disseminating false information about the Russian Armed Forces during the conflict between Moscow and Kiev. The eight-year sentence was 12 months shorter than the punishment that prosecutors had demanded. The 64-year-old has also been banned from administrating any online publications for four years after serving his prison sentence.The investigation found that Nevzorov had posted articles and videos on social media between March and May last year, assigning responsibility to Russian forces for a strike on a maternity ward in the city of Mariupol and the deaths of civilians in the Kiev suburb of Bucha. Moscow has repeatedly denied involvement in the incidents, with officials suggesting that they may actually have been staged by Ukraine. The court-appointed lawyer who represented Nevzorov argued that he was not guilty because he had obtained the data in question from other open sources.The sentencing came under Article 207.3, which covers the spreading of falsehoods about the Russian Armed Forces. It was added to the Russian Criminal Code shortly after Moscow launched its military operation in Ukraine, and carries a maximum punishment of up to 15 years in prison.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Opposition figure jailed over posts on Russian Army
        
    

Nevzorov made a name for himself as the host and author of the ‘600 Seconds’ news and analytics program on Leningrad television between 1987 and 1993. The popular show became one of the symbols of Perestroika, the democratization of Soviet society launched by then-President Mikhail Gorbachev.   Nevzorov served as an MP in four iterations of the Russian parliament, the State Duma, between 1993 and 2007. He also directed feature and documentary films, while hosting programs for Russia’s Channel One and other broadcasters. Previously describing himself as an ally of Vladimir Putin, Nevzorov went into opposition in recent years and started actively posting on YouTube and other social media platforms. He harshly criticized Russia for launching its military operation in Ukraine and has actively voiced support for Kiev in the conflict.  Nevzorov fled Russia in April 2022. He was declared a foreign agent the same month and placed on the international wanted list in May. According to media reports, Interpol refused to search for and extradite the journalist and several others sentenced on similar charges in Russia. Last June, Nevzorov and his wife were granted Ukrainian citizenship. "
RussiaToday,Russia,https://www.rt.com/russia/570807-sbu-raids-avakov-kolomoysky/,,"Feb 1, 2023 13:05  ","
                Ex-Zelensky patron targeted in anti-corruption sweep
            ","
                                                                        Ukraine’s security agency has targeted several high-profile figures including a former interior minister
                                                            ","Ukraine’s security agency, the SBU, launched a number of raids on Wednesday, targeting a number of prominent figures including former interior minister Arsen Avakov and former Dnepropetrovsk governor Igor Kolomoysky, local media reported.Avakov, who served in cabinet between 2014 and 2021, confirmed that an SBU search was carried out at his property in comments reported by Ukrainskaya Pravda. Agents “were looking into Airbus contracts from six years ago” but found nothing, he told the news outlet.The Interior Ministry purchased dozens of French-made helicopters in 2018. One of these crashed in a residential area last month, killing more than a dozen people. Avakov’s successor in office, Denis Monastyrsky, was among the victims.There was speculation in Ukraine that the government had overlooked safety considerations when it bought the used H225 aircraft. Helicopters of this type were involved in a deadly crash in the North Sea off the Norwegian coast in 2016, along with several other incidents.Another target of the SBU raids, Kolomoysky, was appointed as governor in 2014, but is better known as a controversial billionaire businessman with ties to President Vladimir Zelensky. Before launching his political campaign in 2019, the Ukrainian leader was a comedian, whose headline show was hosted by a media holding controlled by Kolomoysky.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Ukraine’s top oil company workers issue plea to Zelensky
        
    

According to the news agency UNIAN, SBU agents were interested in Ukrtatnafta and Ukrnafta, two energy companies, which the Zelensky government nationalized in November using emergency wartime powers to change ownership of the assets. Employees of the oil producer Ukrnafta later pleaded with Zelensky to intervene and recall SBU agents, who were blocking the company HQ in Kiev.Another person reportedly targeted by the SBU on Wednesday was real estate developer and long-serving MP Vadim Stolar. He was most recently elected representing the Opposition Bloc – For Life party, which Zelensky outlawed last year.David Arakhamia, who heads the parliamentary faction of Zelensky’s political party, Servant of the People, claimed on social media that Wednesday’s action was part of the “spring jailings” – promised prosecutions relating to alleged corruption in Ukraine.“The country will change during the war. If somebody is not prepared to change, the state will come to them and help change,” he warned."
RussiaToday,Russia,https://www.rt.com/business/570805-russia-ukraine-eu-gas-transit-soars/,,"Feb 1, 2023 13:00  ","
                Russia ramps up EU-bound gas transit via Ukraine
            ","
                                                                        Supplies have recovered from a recent drop due to rising demand on expectations of colder weather
                                                            ","Russian energy giant Gazprom has increased its daily volume of gas transit through Ukraine to the EU by 20% for the first time in weeks, the company announced on Wednesday.  Supplies jumped to 29.4 million cubic meters (mcm) on February 1, compared to 24.5 mcm pumped the previous day through the Sudzha entry point, which remains the only operating interconnector in Ukraine. “Gazprom supplies Russian gas for transit through the territory of Ukraine in the amount confirmed by the Ukrainian side through Sudzha – 29.4 mcm as of February 1,” Gazprom spokesperson Sergey Kupriyanov told reporters.   Kupriyanov added that an application had been rejected for the Sokhranovka transit point, which previously served as a key gas transit route through Ukraine and handled about a third of the Russian gas flowing through the country to the EU. Ukraine shut down transit through Sokhranovka in early May, citing “interference by the occupying forces.”  Russian gas deliveries to the EU via Ukraine were slashed from last May in the aftermath of the bloc’s sweeping anti-Russia sanctions, and stood between 40 to 43 mcm per day. This year, shipments declined sharply from 35.5 mcm in early January to 24 mcm by the end of the month.   
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: Energy giant warns of tight market in 2023
    

Analysts attributed the lower volumes to warm winter temperatures in Europe and to high stocks of gas in underground storage facilities. Imports have somewhat rebounded after gas prices began to rise on expectations of colder weather next week. Flows are still about 27% lower than levels at the start of the winter gas season last year, according to Reuters estimates.  Meanwhile, requests for Russian gas from Ukraine to Slovakia via the Velke Kapusany border point also surged to 23.7 mcm compared to 18.6 mcm the previous day, Ukrainian transmission system data showed.  Gas transit through Ukraine remains the only route for Russian supplies to the countries of Western and Central Europe after sabotage attacks in September rendered the Nord Stream pipeline inoperable. Gazprom also exports gas via the Turkish Stream and Blue Stream pipelines to Southern and South-Eastern Europe.For more stories on economy & finance visit RT's business section"
RussiaToday,Russia,https://www.rt.com/news/570804-ukraine-us-treasury-corruption/,,"Feb 1, 2023 11:52  ","
                US denies misuse of Ukraine aid
            ","
                                                                        Washington will continue working with Kiev and others to tackle corruption in the country, the Department of the Treasury has stated
                                                            ","The US Treasury Department has said there are no indications that money provided to Kiev by Washington is being misused amid the country’s conflict with Russia.Reuters raised the issue on Tuesday in the wake of a corruption scandal in Ukraine last week, which resulted in the dismissal of several high-ranking officials. These included the deputy head of President Vladimir Zelensky’s office, several deputy ministers and heads of regional administrations, as well as Deputy Prosecutor General Aleksey Simonenko.“We have no indication that US funds have been misused in Ukraine,” stated Treasury spokesperson Megan Apper. “We welcome the ongoing efforts by the Ukrainian authorities to work with us to ensure appropriate safeguards are in place so that US assistance reaches those for whom it is intended.”However, Apper pointed out that Washington would continue working with the World Bank to track US financial aid packages “to confirm that they are used as intended, as well as with Ukraine and other partners to tackle corruption.”
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Multiple Ukrainian officials fired amid corruption scandals
        
    

US lawmakers on both sides of the aisle previously praised the Kiev government for carrying out the purge. Republican Senator Lindsey Graham said it was “a defining moment for Ukraine,” while his Democratic counterpart Richard Blumenthal described the dismissals as proof that Zelensky was serious about keeping his promise that “there will be zero tolerance of fraud or waste.”Democratic Senator Jeff Merkley expressed concern during a hearing on Thursday that corruption in Ukraine could be “a kind of cancer eating away at support that they need from everyone in the world,” but Under Secretary of State for Political Affairs Victoria Nuland assured him that this would not happen.In a video address on Wednesday, Zelensky warned that the wave of dismissals among the country’s top officials was not finished.“Now there is a certain lull in personnel decisions. But it doesn’t mean that all the necessary steps have already been taken. There will be more decisions. Those in the system who don’t meet the fundamental requirements of the state and society shouldn’t get used to their chairs,” he said.On Monday, RBC-Ukraine news agency reported, citing unnamed sources, that eight ministers in the Ukrainian government were at risk of losing their jobs and could well be shown the door later this month."
RussiaToday,Russia,https://www.rt.com/russia/570798-ukraine-russian-language-kremen/,,"Feb 1, 2023 10:07  ","
                Kiev’s ombudsman calls for more curbs on Russian language
            ","
                                                                        Universities should set an example by ditching the use of Russian, the commissioner for protecting the Ukrainian language says
                                                            ","Speaking Russian should be banned on all university campuses in Ukraine, in and outside lectures, the ombudsman in charge of protecting the Ukrainian language, Taras Kremen, has said.Last week the renowned “Kyiv-Mohyla Academy” (NaUKMA), one of the oldest universities in Ukraine, officially forbade students and educators from using Russian within its grounds. “While teaching in Russian hasn’t been conducted at the university for a very long time, now the ban also applies to communicating with each other in the language of the occupiers,” the head of the institution's supervisory board, Gennady Zunko, announced.Kremen reacted to the move by NaUKMA in a Facebook post on Monday, saying it was “a rather powerful initiative, which I hope will be replicated by other universities in Ukraine.”“I support this decision and believe that every university should have the best opportunities for bringing up truly patriotic, strong-willed, educated citizens of Ukraine,” the ombudsman wrote.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Ukraine falsifying history and ‘replacing’ memory – Moscow
        
    

He pointed to a 2019 law, stating that the only language that can be used in the education process in the country is the state language, which is Ukrainian.Kremen urged the Ministry of Education and other relevant agencies to do their best to make sure that the law is strictly fulfilled as “violations unfortunately still occur in some higher education institutions.”In view of the conflict between Moscow and Kiev, “the issue of protecting the language and its affirmation is among the top priorities, so the field of education should be an example in matters of protecting national interests,” he stressed.Since the fighting started in February last year, a campaign to remove all links to Russia and its culture has intensified in Ukraine. Among other things, a statue of Catherine the Great was torn down in Odessa in November, even though the city was founded on the order of the Russian Empress in 1794. Several cities, including Dnepr and Chernovtsy, have removed statues and memorial plaques dedicated to classical Russian poet Alexander Pushkin.
  
  READ MORE:  
  Kiev Conservatory sticking with Russian composer’s name
Moscow has denounced such policies by Kiev, saying that attempts to cancel Russian culture and the “forced Ukrainization” of the country violate international norms and infringe upon the rights of around a quarter of Ukraine’s population, who are Russian-speaking."
RussiaToday,Russia,https://www.rt.com/russia/570791-artyomovsk-supply-lines-threatened/,,"Feb 1, 2023 08:53  ","
                Key Donbass city faces encirclement – official
            ","
                                                                        Russian troops have positioned themselves to prevent the resupply of Ukrainian troops in Artyomovsk, a key aide claims
                                                            ","Russian troops are now positioned to attack the only road that Kiev can use to resupply troops in Artyomovsk, a gubernatorial aide has claimed. The city that Ukraine calls Bakhmut is of strategic importance as part of Ukrainian defense lines in Donbass.Yan Gagin, a military expert who serves as an adviser to Denis Pushiln, the acting head of the Donetsk People’s Republic, said Russia has already hit enemy supply convoys near Artyomovsk.Speaking on Russian television on Wednesday, he said it was a matter of time before the road is “fully controlled,” paving the way for the capture of the city, which he described as being “in an operative encirclement.”Artyomovsk is part of a 70km Ukrainian defense line created since Kiev initiated the fighting in Donbass in 2014. Russia claims sovereignty over the city along with the rest of the Donetsk People’s Republic. The province joined Russia in October after a referendum, which Kiev rejected as a “sham.”There have been reports of Russian advancement near Artyomovsk in recent weeks. After intensive fighting in mid-January, Russian troops captured the town of Soledar, located just northeast of the city.
  
  READ MORE:  
  Ukraine begins jailing draft dodgers – MP
Pushilin warned the media against overhyping the importance of Artyomovsk or any other particular settlement for the outcome of the military operation. The Ukrainian side attached symbolic value to it, as they previously did with Soledar, he argued in an interview on Tuesday.“We’ve seen this story about a small town… that was touted as invincible. Plenty of Ukrainian soldiers got grinded there because they didn’t spare any,” he said.Artyomovsk has strategic value because its capture would allow further advancement, Pushilin acknowledged. But losing other towns and cities would do damage of similar scale, he said."
RussiaToday,Russia,https://www.rt.com/news/570785-poland-ukraine-leopard-training/,,"Feb 1, 2023 03:00  ","
                NATO state wants to fast-track Ukrainian tank-crew training
            ","
                                                                        Polish instructors believe five weeks is enough to master German Leopards
                                                            ","Polish military instructors claim it is possible to cut the training time necessary for operating German-made Leopard 2 battle tanks in half, to prepare Ukrainian crews for battle in just over a month.After leading the charge to send Western-made tanks to Kiev, Warsaw is now “likely” to provide the necessary training as the country hosts one of Europe’s three Leopard training centers, military experts told Reuters on Tuesday. The facility in the village of Swietoszow in western Poland, near the German border, is equipped to train 14 crews simultaneously.“If we intensify training (by maximising the number of) instructors, our time and our weekends, we can train an entire crew in five weeks,” the commander of the facility, Major Maciej Banaszynski, told Reuters. In addition to crew training, Polish instructors now offer “courses for mechanics for the arms, chassis and equipment accompanying Leopards,” he added.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: Poland expands offer of tanks for Ukraine
    

Warsaw has yet to officially confirm whether Ukrainian personnel would be trained at that facility, but Ukrainian Defense Minister Aleksey Reznikov previously said his troops would undergo training in Poland.Last week, Germany caved in to pressure from the US, Poland and several other fellow NATO member states, with Chancellor Olaf Scholz announcing his decision to ship 14 Leopard 2A6 tanks from Germany’s own stock to Kiev, no later than by the end of March.Warsaw immediately pledged another 14 Leopards, after Berlin said it would authorize other countries in possession of the German-made hardware to re-export it to Kiev. The UK, Canada, Spain, Norway and the Netherlands have all promised their heavy armor to Kiev.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            READ MORE: US to arm Ukraine with ‘longer-range’ missiles – Reuters
    

The US also agreed to supply Kiev with 31 of its M1 Abrams main battle tanks – but cautioned that the delivery could take several months. According to recent reporting by the Washington Post, the US tanks were only offered as “cover” for Germany to send the Leopards, and will not arrive until the end of the year at the earliest.Russia has maintained that foreign weapons, including heavy tanks, will not change the course of the conflict. “As we said in the past, these tanks will burn just like the rest. They just cost a lot [to make],” Kremlin spokesman Dmitry Peskov said last week, referring to the Abrams specifically."
