source,country,link,author,published,headline,subheading,article_content
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4700294/,Vladimir DEMCHENKO,2022-12-29,Will Russian missiles stop the flow of Western weapons of the Armed Forces of Ukraine: What was the purpose of the strikes on Ukraine,"After a massive attack by the Russian Armed Forces, Ukrainian railways declare significant interruptions","A new powerful blow to the military infrastructure of Ukraine and related energy facilities was inflicted by the Russian military on the morning of Thursday, December 29. The first air raid alarms were recorded in Ukrainian cities around 9 a.m. In Kyiv, Cherkasy, Kirovograd, Dnipropetrovsk, Poltava, Kharkiv, Odessa and other regions, residents were urged to go down to shelters. In Kryvyi Rih, the power supply was stopped preventively - due to the high probability of strikes. Just a few minutes later, reports of explosions began to arrive in Zhytomyr, Odessa, Chernihiv and Sumy regions. What weapons were used to strike was not reported, but according to Ukrainian media, many of the explosions were the result of the work of the Ukrainian air defense. The Armed Forces of Ukraine failed to intercept all Russian missiles: in Odessa and Dnepropetrovsk, electricity was cut off. According to the mayor of Kiev Vitali Klitschko, several explosions were recorded in the Ukrainian capital. According to Ukrainian media, the most tangible damage from the strikes was recorded in Kiev and Odessa. According to Ukrzaliznytsia (Ukrainian Railways), there are significant interruptions in the movement of trains in almost all directions. Perhaps it was the suspension of railway communication and the creation of difficulties for Ukraine in the supply of ammunition to the front line that was the main target of the strikes. By the way, arrivals were recorded not only in the central and eastern regions of Ukraine, but also in the West of the country. The mayor of the city Andriy Sadovyi reported about the explosions in Lviv, information is received about the ""arrivals"" in Ivano-Frankivsk. It is possible that the Russian Armed Forces are trying to cut off the supply of Western weapons to Ukraine and thereby deprive ukrainian units on the front lines of the means of warfare. READ ALSO. Explosions occurred in Kharkiv, Odessa and Mykolaiv on December 29, 202. Local authorities report on the operation of air defense systems (more. In Kiev, explosions thundered on December 29, 2022. An air raid alert was announced in the capital (more. LISTEN ALSO. How did 2022 change the world economy?"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4700409/,Oleksandr BOYKO,2022-12-29,The Ministry of Defense of Russia reported the destruction of control points of the Armed Forces of Ukraine in Kherson,"Also, precision missile strikes eliminated the headquarters of Ukrainian nationalists in a number of other settlements.","At the last briefing, the official representative of the Ministry of Defense Igor Konashenkov reported on the losses of the Armed Forces of Ukraine in the main areas of combat clashes: more than 20 Ukrainian servicemen were killed in the Kupyansk direction, up to 70 Ukrainian servicemen of the 95th airborne assault brigade of the Armed Forces of Ukraine were killed in the Krasno-Limansky direction, up to 70 Ukrainian servicemen in the Area of Serebryansky Forestry, more than 80 in the Donetsk direction, and 30 in the South-Donetsk direction. The lieutenant general noted that in the areas of the settlements of Vremivka of the Donetsk People's Republic and Levadne of the Zaporozhye region, two sabotage groups of the enemy were destroyed. Three artillery depots of the Armed Forces of Ukraine, dozens of tanks, armored vehicles and pickups were also burned. The representative of the Ministry of Defense told the media about the destruction by missile troops and artillery of groups of troops of four points of command of the Armed Forces of Ukraine in Kherson, and a number of other settlements of the Kharkiv region and Dnipropetrovsk regions, as well as 83 artillery units in firing positions, manpower and military equipment in 102 districts. The counter-battery struggle is taking place systematically. During the retaliatory strikes, our gunners destroyed two M777 artillery systems (USA), a HIMARS multiple launch rocket system combat vehicle (USA), an Msta-B howitzer, D-20 and D-30 howitzers. Konashenkov also noted the work of the fighter aircraft of the Russian Aerospace Forces that in the areas of Krasny Liman and Kramatorsk, Su-25 and Su-24 aircraft of the Ukrainian Air Force were shot down, and two Ukrainian Mi-8 helicopters were shot down over the Donetsk People's Republic. Air defense fighters shot down 7 drones per day, intercepted four rockets of the HIMARS and Uragan multiple launch rocket systems over the Lugansk People's Republic and the Zaporozhye region. BATTLE SUMMARY. In total, since the beginning of the special military operation, they have been destroyed. 354 - aircraft. 194 - helicopters. 2741 - unmanned aerial vehicle. 399 - anti-aircraft missile systems. 7296 - tanks and other armored fighting vehicles. 953 - combat vehicles of multiple launch rocket systems. 3742 - field artillery and mortar guns. 7810 - units of special military vehicles."
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4700310/,Igor YAKUNIN,2022-12-29,Every strike – thousands of shells not delivered to the Armed Forces of Ukraine: How Russia chooses targets in Ukraine,Political analyst Asafov explained the choice of targets for strikes in Ukraine,"On Thursday morning, air raid alarms sounded in Kiev and Odessa, Kharkiv and Mykolaiv, and other independent regions. On the ""Radio ""Komsomolskaya Pravda"" on the air of Maria Bachenina, political scientist Alexander Asafov commented on the new blows to the infrastructure of Ukraine. - What the new wave of blows means is a harbinger of the next stage of the SVO. - The Minister of Defense of Russia and other competent persons, including Surovikin, have repeatedly said why such strikes are carried out. It is necessary to disrupt the supply and provision of Ukrainian troops on the contact line. This is largely due to logistics directly aimed at supporting the activities of the Armed Forces of Ukraine. As well as control systems. Of course, we are also talking about energy infrastructure facilities. The tactics of bleeding the units of the Armed Forces of Ukraine on the front line are directly related to pinpoint strikes on logistics and energy links. Each such strike means thousands of shells not delivered to Ukrainian units and dozens of armored vehicles and artillery installations that did not reach the front. - There is a plan of strikes by days, by weeks - or still by the situation they are shelled. - In my opinion, the reduction of critical infrastructure of Ukraine is going according to plan. Moreover, we are talking mainly about objects mainly not of a double, but of a military-oriented orientation. It is strategically important to limit Kiev's ability to repair failed equipment and produce new ones. And also to supply it with fuel. Therefore, they hit fuel storage facilities and warehouses, repair plants. All this fits into one of the stated goals of the CBO. On the demilitarization of Ukraine. - Do we want to destroy this infrastructure completely? And is it even possible. - It's hard for me to make that assessment. I am not an expert in military strategy and tactics. But, I believe, this is a story not in the direction of totality, but in the direction of achieving goals for individual regions, for individual plants of the military-industrial complex. Strikes are carried out, their consequences are analyzed, the subsequent state of the Armed Forces of Ukraine is assessed, and the next strikes are planned. There is probably no goal of 100 percent destruction. What we are trying to convey should reach the Kiev regime. We reduce the risks for our servicemen by minimizing the capabilities of the Armed Forces of Ukraine. At the same time, the media discusses more power plants and generators, and I would pay attention to the destruction of military facilities used for the repair, production and storage of weapons intended for the front line. READ ALSO. Voices of inner Ukraine: ""The people are angry, nerves are at the limit. Everyone knows that Russia cannot be defeated, but they do not negotiate. ""Komsomolka"" studied what Ukrainians think and what they write in social networks (details)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4701404/,Oleksandr BOYKO,2022-12-31,The Ministry of Defense reports on the release of Dorozhnyanka in the Zaporozhye region,"During the day, our soldiers eliminated three points of temporary deployment of foreign mercenaries","The representative of the Ministry of Defense of Russia Igor Konashenkov listed at the last briefing the data on the losses of the Armed Forces of Ukraine over the past day: more than 50 Ukrainian servicemen were killed in the Kupyansk direction, up to 140 Ukrainian servicemen in Krasno-Limansky, more than 80 in Donetsk, up to 50 in South Donetsk. The Lieutenant General noted that in the South-Donetsk direction, as a result of successful offensive actions, Russian troops liberated the village of Dorozhnyanka in the Zaporizhia region. Dozens of tanks, infantry fighting vehicles, armored cars and pickups of the Armed Forces of Ukraine were burned in the battles. Also, as a result of strikes with high-precision weapons of the Russian Aerospace Forces, three points of temporary deployment of foreign mercenaries in the areas of the settlements of Krasny Liman and Chervonaya Dibrova of the Donetsk People's Republic were hit. During the day, the missile troops and artillery of the groups of troops (forces) of the Armed Forces of the Russian Federation struck: two warehouses of rocket and artillery weapons and ammunition of the Armed Forces of Ukraine, the launcher of the HIMARS multiple launch rocket system, four M777 artillery systems produced by the United States, two combat vehicles of the Grad multiple launch rocket system, the 2S1 Gvozdika self-propelled howitzer, the Dana self-propelled howitzer of czech production, the S-300 complex, five counter-battery radar stations.  US-made AN/TPQ-50, 75 artillery units of the Armed Forces of Ukraine in firing positions, manpower and military equipment in 92 districts. During the counter-battery struggle, foreign-made artillery systems of the Armed Forces of Ukraine were destroyed at firing positions, from which shelling was carried out residential areas of the city of Donetsk and other settlements of the Donetsk People's Republic. Fighter aircraft of the Russian Aerospace Forces in the areas of the settlements of Novovasilyevka and Novoekonomiche of the Donetsk People's Republic shot down two Mi-8 helicopters of the Ukrainian Air Forces, and air defense forces destroyed 8 Ukrainian drones. BATTLE SUMMARY. In total, since the beginning of the special military operation, they have been destroyed. 355 - airplane. 198 - helicopter. 2764 - unmanned aerial vehicle. 399 - anti-aircraft missile systems. 7338 - tanks and other armored combat vehicles. 957 - combat vehicles of multiple launch rocket systems. 3752 - field artillery and mortar guns. 7846 - units of special military vehicles"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4701464/,Oleksandr BOYKO,2022-12-31,"Returning from Ukrainian captivity: ""Press a little, the sprinkling is left, work brothers!""",A plane with 82 released from Ukrainian captivity landed at the Chkalovsky airfield,"On the evening of December 31, the released Russian servicemen were met at the Chkalovsky airfield. ""As a result of the negotiation process, 82 Russian servicemen were returned from the territory controlled by the Kiev regime, who were in mortal danger in captivity,"" the Russian Defense Ministry commented. All were taken to Moscow for treatment and rehabilitation in medical institutions of the Ministry of Defense of Russia. ""The released are provided with the necessary medical and psychological assistance,"" the Russian Defense Ministry commented. ""The bow is huge to all who liberated us, we thank all of Russia, the Ministry of Defense, the President, everyone with the holiday,"" said one of the soldiers named Alexander. On the chest of all fighters are St. George ribbons. Inhuman fatigue is betrayed by the eyes. ""Guys, press a little, the sprinkler remains, work brothers,"" the soldier Sergey, who returned from Ukrainian captivity, addressed the remaining soldiers on the front line."
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4701463/,Maria PAVLOVA,2022-12-31,"Military special operation in Ukraine on January 1, 2023: live online broadcast","The KP.RU website publishes the latest news online about Russia's military special operation in Ukraine on January 1, 2023","Since February 24, the Russian Armed Forces have been conducting a military special operation in Ukraine to protect the Donbass, as well as to denazify and demilitarize the country. The KP.RU website publishes the latest news online about Russia's military special operation in Ukraine on January 1, 2023. Russian special services discovered a cache of saboteurs with weapons and ammunition in the LPR. The cache was intended to support the activities of sabotage and reconnaissance groups of the Armed Forces of Ukraine. The acting head of the LPR, Leonid Pasechnik, said that the Russian military is controlling the situation, despite the attempts of the Armed Forces of Ukraine to break through the defenses. The Russian military liberated the village of Dorozhnyanka in the Zaporozhye region. The Russian Armed Forces destroyed up to 50 Ukrainian soldiers and three infantry fighting vehicles. An air alert was announced throughout Ukraine on December 31. The Russian military struck three points of temporary deployment of foreign mercenaries in the DPR. The strikes were inflicted by the Russian Aerospace Forces. Russian troops struck at the base of the Armed Forces of Ukraine in the Chernihiv region on the night of December 31, 2022. According to preliminary data, the strike was inflicted by the Iskander ballistic missile. The head of the Odessa region reported on the restrictions on the supply of electricity due to the threat of missile strikes. In Ukraine, explosions were reported in Kyiv, Kharkiv and Vinnytsia regions. The mayor of the Ukrainian capital, Vitali Klitschko, announced the explosions in Kiev and urged residents to stay in hiding. Ukrainian troops shelled the Petrovsky and Kirovsky districts of Donetsk. Ten shells with a caliber of 155 millimeters were fired at Netailovo. The mayor of Pervomaisk said that the Armed Forces of Ukraine fired several HIMARS missiles at the city hospital. The shells arrived at the medical facility with a frequency of 20 minutes."
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4701667/,Alexander KISLOV,2023-01-01,"Military special operation in Ukraine on January 2, 2023: live online broadcast","The KP.RU website publishes the latest news online about Russia's military special operation in Ukraine on January 2, 2023.","Since February 24, 2022, the Russian Armed Forces have been conducting a military special operation in Ukraine to protect the civilian population of Donbass from genocide by the Armed Forces of Ukraine, as well as to denazify and demilitarize Ukraine. The website KP.RU online publishes the latest news about Russia's military special operation in Ukraine on January 1, 2023. The Ministry of Defense of the Russian Federation on the eve of the New Year destroyed the parking lots and launch sites of the Swifts in Ukraine. This thwarted the Kiev regime's plans to carry out terrorist attacks on Russian cities with the help of supersonic drones for the New Year holidays. The military of the Western Military District of the Russian Federation, in cooperation with the units of the 76th Guards Airborne Assault Division, ""congratulated"" the Ukrainian army on New Year's Eve with artillery fire, in particular, the MLRS BM-21 ""Grad"". Chairman of the Board of Ukrenergo Volodymyr Kudrytskyi publicly admitted that damage to Ukraine's energy infrastructure as a result of large-scale Russian strikes has already reached a critical level."
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4701231/,Vladimir DEMCHENKO,2022-12-29,"Changing ""Poplar"" to ""Yarsy""",The Russian Missile Forces are rapidly re-equipping with the latest systems capable of overcoming any missile defense.,"A column of military equipment is slowly being pulled into the turns on a narrow forest highway. In front is a traffic police car, in the center - a truck-loader of an intercontinental ballistic missile (ICBM) ""Yars"" resembling a huge truck. It is forbidden to go faster than 20 km / h by the standards: the transportation of this rocket and its installation in the mine is a slow and accurate work. This time, the Yars is being taken to the Kozelsk Division of the Rocket Forces in the Kaluga Region. This is just one of the stages of a large-scale rearmament of the Strategic Missile Forces. Where the Topol-M that had already served used to stand, now the Yars are settling in. These ICBMs are also mobile, on wheels. They are able to suddenly appear where the enemy is not waiting. However, near Kozelsk, the Yarsy will stand in silos, and rocket scientists will have a jeweler's operation to put this colossus in its regular place. Yars stands for ""Nuclear Deterrent Missile"". With a flight range of about 12 thousand kilometers, its deviation from the target is only 150 meters. For a nuclear explosion, it's just ridiculous. No wonder Western military and analysts were horrified by the capabilities of the Yars. But that's not all. Among other things, the designers were tasked with guaranteed overcoming of enemy missile defenses. Managed! Approaching the target, ""Yars"" throws away guided warheads, which from that moment move along an unpredictable trajectory. They can't be shot down. The United States has invested huge amounts of money in missile defense, including in Europe. And now what's the point. Europe and the British Isles, by the way, were the most agitated. This is understandable: the west of the continent for the ""Yars"" is in the palm of your hand. Reports on the rearmament of the Kozel division were perceived by many there as a signal: we, that is, Russia, will reach out to you in any case. And this is not bravado: in October of this year, yars, launched from the Plesetsk cosmodrome in the Arkhangelsk region, safely hit a target in Kamchatka. London and Berlin are much closer. The United States was not pleased with the new weapons of the Strategic Missile Forces either. After all, the American strategic forces have not been updated for many years. In fact, since the early 90s, when Americans considered themselves winners in the Cold War. The only thing they did was upgrade their Minuteman rockets, which were hopelessly outdated. Washington is well aware that they are decades behind Russia. And not only for the Yars (for other new strategic missile defense systems, see the ""By the way"" section on this page). However, for the American administration, the main thing is to seem, not to be. Therefore, Washington is trying in every possible way to make a good mine with a disgusting game. Slowly, buzzing with engines, the shaft lid opens. This is a whole protective device that can withstand the hit of high-precision weapons. Loading the rocket takes several hours: you need to install a multi-ton cylinder exactly in the center, and then lower millimeter by millimeter to the depth of a 10-storey building. Kozel rocket scientists will have such an operation more than once: as reported in the Ministry of Defense, this unit was the first to be completely re-equipped with ""Yarsy"" stationary, that is, silo-based. ""We have been retrained at the Yars complex,"" says Lieutenant Colonel Artem Ignatiev, commander of one of the divisions of the Kozelsky formation. - Compared to the previous one, it is much more modern. Before taking up duty, we undergo psychological selection. The commander of the regiment allows us to work, we work out the standards, introductory, solve training tasks. Rearmament is in full swing. While one missile is loaded into the silo at the speed of a snail, the other is already preparing to stand on combat duty. Within a few weeks, officers will begin to keep watch deep underground, from where they are guaranteed to be able to strike back in the event of an attack. ""Another combat missile is on duty at scheduled times,"" the commander of the missile division, Alexei Sokolov, said after the operation. - The Motherland will receive another sample of nuclear missile weapons, which will allow solving any important tasks at the strategic level. OUR REFERENCE. According to some reports, the Strategic Missile Forces are already armed with more than 150 Yars launchers of mobile and silo-based systems. ""Wheeled"" ""Yars"" is equipped with a system for recalculating the flight task. Thanks to this, the missile can be launched from any point of the combat patrol route. To increase the protection of the complex, a false division with inflatable mock-ups and engine simulators was included in its composition. Thus, it is difficult for the enemy to determine where the false target is, and where the real complex is. ""Yars"" carries 4 warheads with a total charge capacity of up to 500 kilotons. The rocket has 3 stages. Its length is 17.8 meters, diameter - 1.86 m. Launch mass - 46 tons, payload weight - 1250 kg. KSTAT. ""Sarmat"", arriving from the south. Yars missiles are not the only innovation in the range of weapons of Russian rocket scientists-strategists. In the Orenburg region, the 13th Yasnensky Division is being re-equipped with the newest strategic silo-based complex ""Avangard"". The warheads of these missiles are capable of gliding at an altitude of several tens of kilometers along an unpredictable trajectory and at hypersonic speed. But the biggest ""gift"" to Russia's enemies is the newest Sarmat missile system, it should soon go to the troops. The summer range of this heavy missile is 18 thousand kilometers, this allows it to reach the territory of the United States through the South Pole. That is, to fly from the south, from Miami, where the Americans have no missile defense at all (the US missile defense system has always been sharpened for a strike through the North Pole). But even if the Americans invest billions and supply missile defense systems in this direction, this will not help: against the Sarmata hypersonic warheads, which are rushing in a cloud of plasma along an unpredictable trajectory, the United States does not yet have an antidote."
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4701230/,Marina SMIRNOVA,2022-12-29,Khartsyzsk Pipe Plant supplies products to Russian customers,The enterprise for the production of pipes in Khartsyzsk in the north of the DPR is one of the oldest in the Donbass,"Built at the beginning of the last century, under the USSR, it was one of the main suppliers of pipes for gas pipelines in the Union. The aggression of the Armed Forces of Ukraine against Donbass stopped the plant, but now it is restarted. Today, about 500 people already work in production. Due to the fact that Donbass has become part of Russia, Khartsyzsk Pipe Plant ships its products to customers in almost all parts of Russia. And the plans are to develop the geography of implementation. Through the pipes welded at this enterprise of Donbass, gas was pumped for almost 40 years - they are made according to the highest quality standards. In particular, they are installed on the Urengoy - Pomary - Uzhgorod, Yamal - Europe gas pipeline. The Khartsyzsk plant began as a manufacturer of metal structures for mines and bridges, trolleys, steel rafters, etc. Before the First World War, it introduced the production of pipes - even without the use of electric welding. The plant grew and developed in Soviet times. When Donbass was occupied by the Germans during the Great Patriotic War, the Nazis destroyed the enterprise to the ground. After the liberation of the territory by the Red Army, a pile of ruins appeared before the arriving engineers. Years passed, the plant was restored, and then its accelerated growth began: the USSR became one of the world's leading exporters. Then the company established the production of special, especially durable, corrosion-proof pipes for gas pipelines, which provided it with fame for decades. After the collapse of the USSR, under the ""independent"" Ukrainian government, the plant fell into decay, for its actions there was a fierce struggle of various Ukrainian business structures, employees were dismissed. Of the 21 workshops, only six remained (two main ones for the production of pipes and four auxiliary ones), the rest were put into scrap metal. In 2014, Khartsyzsk Pipe was part of the business empire of Ukrainian oligarch Rinat Akhmetov. Ukraine's aggression against Donbass in 2014 raised the question of the plant's existence. Now the plant is coming to life. Albeit with inevitable problems, but it works. And most importantly, now he has prospects and customers from almost all over Russia."
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4701229/,Igor YAKUNIN,2022-12-31,"The latest news about the situation around Ukraine on December 31, 2022: Arestovich revealed the terrible truth, and Kavasniewski gave a catastrophic forecast","We have collected the latest news about the situation around Ukraine on December 31, 2022","Border waters are no longer guarded by one side. Taras Melnychuk, a representative of the Ukrainian Cabinet of Ministers in the Rada, said that Kiev had terminated the agreement with Moscow on the joint use and protection of border water bodies. It operated for 30 years, since October 1992. Yes, it is becoming increasingly difficult for the regime to protect the banks of the Dnieper. And what will happen to the banks of the Danube... That's why the hell with him, with the agreement. Real Cossacks make their feet out of themselves. 12,000 true patriots of the independent country tried to wash away from their purely European country because of martial law and possible conscription into the army. Such data was provided by the State Border Guard Service itself. Of the fugitives, at least 15 died in the river and in the mountains. Some even tried to swim to... Romania (clearly not read The Golden Calf). It would be better to lay down their troubled heads for their homeland somewhere in the Donbass, or they came out with a white flag. Their losses at the Kremennaya Armed Forces of Ukraine are explained by bad weather. Andriy Marochko, an officer of the LPR People's Militia, said that Ukrainian officers explain the bad weather to their command large losses near Kremennaya and Svatovo. According to intelligence reports, officers of the Armed Forces of Ukraine complain that due to weather conditions it is not possible to conduct reconnaissance of the area with the help of drones. And because of the weather, offensive actions slow down, and Ukrainian soldiers become an easy target. The other day, even the sixth president recognized the high dangers for the Armed Forces of Ukraine. According to him, the situation in Donbass is difficult and painful. But it is gradually becoming the same to the west of the Seversky Donets. In the LPR, a gunner of the Ukrainian artillery was detained. In the LPR, representatives of the Russian special services detained a resident of the liberated Svatovo. The lady is suspected of passing on to the Ukrainian special services data on the movement of military and equipment of the Armed Forces of the Russian Federation. There is information that the Armed Forces of Ukraine could use the data transmitted by the attacker, including for artillery strikes on civilian infrastructure facilities in Svatovo. Earlier, FSB officers detained a native of the Kherson region, who transmitted information about the location of Russian troops to representatives of the SBU. The waiters waited so hard for ""their own"" that they waited for the catalage. The Ukrainian conflict is approaching the third world war, Kwasniewski believes. Aleksander Kwasniewski, Poland's former president, said the planet was in a state of ""unsafe chaos."" The former leader of Poland said: ""Since the beginning of the conflict in Ukraine, the world has changed dramatically. One era is over and a new, unexplored era has begun."" According to him, other elements of the destruction of the world order were the election of Biden as US President and the exacerbated contradictions between the PRC and Taiwan. Kwasniewski suggested that both the ""Ukrainian"" and ""Chinese"" conflicts could escalate into global ones. It is significant that earlier US President Joe Biden after a meeting with Zelensky said that the West, including the United States, does not seek a war with Russia, as well as a third world war, supplying weapons to Ukraine. And what they are then striving for is the endless enrichment of their military-industrial complex. Will Kiev be saved by a thousand British metal detectors? London handed over to Kiev more than a thousand VALLON metal detectors and 100 bomb disposal kits. A message on the website of the British Cabinet of Ministers indicates that mine countermeasures equipment will help the Armed Forces of Ukraine ""neutralize minefields"" and ""secure the homes of civilians and infrastructure."" The information, in particular, says: ""This is the last delivery within the framework of the support that Britain provides to Ukraine during 2022, and which will continue in 2023."" It is also indicated that London provided the independent with a significant package of air defense systems, including more than a thousand air defense systems and 125 anti-aircraft guns. And the Royal Air Force made more than 240 flights to Poland to deliver these cargoes further east. In 2022, the British trained 11,000 servicemen of the Armed Forces of Ukraine, and in 2023 they will train 9,000 more. Total military aid amounted to 2.3 billion pounds. And they want to give the same amount to Kiev next year. It's not beer that kills people, it's freebies that kill people. General Clark denies the common interests of Kiev and Washington. General Wesley Clark, the former head of NATO's Joint Forces in Europe, said that the interests of Washington and Kiev coincide not at all 100 percent. The discrepancies seem to be this: Ukraine wants the return of territories, and the United States – to stabilize the situation and reduce the risks of a confrontation between Russia and NATO. Clark spoke about this at an online conference organized by the USA-Ukraine Foundation. According to him, the States hope to preserve as much territory as possible for Ukraine without the beginning of the third world war. Clark believes that the White House strategy is similar to ""fueling a deadlock"", in the successful resolution of which no one believes, but continues to bend the old line. In his opinion, Washington ""bleeds Ukraine"" - the country loses its infrastructure, loses its industrial potential. And Russia, Clark noted, is changing the situation by building up defenses. The general makes an original conclusion: Washington should send Kiev artillery installations, MLRS and UAVs. Oh yeah, Clark, ay yes strategist. The Armed Forces of Ukraine admitted that their missiles fell near Brest. Yuri Ignat, a spokesman for the Air Forces Command of the Armed Forces of Ukraine, admitted that the S-300 sam missile that fell on the territory of Belarus could be Ukrainian, (and there are other options - like Greek or Turkish?). According to Ignat, this was possible. And I remembered about the territories of other neighboring countries. Also, the Ministry of Defense of Ukraine announced its readiness to conduct an ""objective investigation of the incident that occurred on December 29 in the sky over the territory of Belarus."" But Kiev is ready to invite to the investigation only experts from among the countries that do not support Russia. Yes, the whole world remembers well how Zelensky tried to ""sell"" the missiles of his S-300, who killed peasants in the Polish borderland and killed a tractor, for Russian weapons of retaliation. Warsaw did not give Kiev a kick, and Minsk. Arestovich admits heavy losses at Bakhmuto. The Armed Forces of Ukraine suffer such serious losses in the area of Artemivsk (in the Ukrainian version - Bakhmut) and Soledar that the adviser to the head of the office of the President of Ukraine Oleksiy Arestovich has to admit this. He declared with a sour mine: ""Traditionally, we have Bakhmut and Soledar. We are suffering serious losses..."" On the eve of this statement, the commander of the Akhmat special forces, Apty Alaudinov, said that the Ukrainian authorities are preparing for the surrender of Artemovsk, where the hottest point on the entire front line is now located. That is, when kiev comes out of the drug fog and looks to the east, they are horrified, declare the end of the world – and go back into the fog. Well, that's it. Russian electronic warfare agents suppress Ukrainian systems. Asia Times states that Russian electronic warfare (EW) is very effective in the fight against Armed Forces drones. Columnist Gabriel Onrad believes: ""Russia may already be gaining the upper hand over electronic warfare in Ukraine, disabling its drones and blinding its artillery."" He refers to information from the Royal United Institute for Defence Studies (RUSI) from Britain. According to them, Russian electronic warfare systems have already neutralized the vast majority of Armed Forces of Ukraine's drones. By the summer, the Russian Armed Forces had shot down up to 90 percent of Ukrainian drones. Because of this, Kiev hysterically requested drones from Western countries. And ukrainian artillery may soon begin to work ""blindly"" because of the inability to correct fire from the air. Judging by the shelling of Donetsk, they have long been blinded by hatred. LISTEN AS WELL. How has 2022 changed the global economy?"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4701228/,Nikita MAKARENKOV,2022-12-29,Innovations will be taken into account in the development of the prosthetic and orthopedic center,In the near future there will be a program for the development of the enterprise,"At a meeting of the Council for the Development of Civil Society and Human Rights with Russian President Vladimir Putin, a member of the Council, journalist Marina Akhmedova told the head of state about the Donetsk Republican Prosthetic and Orthopedic Center. In the conversation, she touched upon the problems of this institution related to the mobilization of specialists, and also asked to consider the issue of demobilization of prosthetists. - There were many good prosthetists in the Donetsk Orthopedic Center, but in March almost everyone was mobilized - only one remained, and he works now both day and night. There was a queue to it, a huge queue of civilians and military,"" Marina Akhmedova told the president. She noted that Ukraine regularly sprinkles petal mines on Donbas settlements, and peaceful people, including children, unfortunately, step on them, as a result of which they lose limbs - they need prostheses. Prostheses are also needed by the military. - On the front line, I constantly met people on prostheses. They are ready to return to the front line if they have prostheses, and they, of course, believe that they will bring victory, because they have experience and they have the spirit. Now their stumps have already healed, but there are no prostheses, - continues Marina Akhmedova. - Recently, one of the prosthetists came to the dismissal, he went to the orthopedic center in Donetsk and said that when his comrades-in-arms found out that he was a prosthetist, they shouted at him: what are you doing here, you are much more important to us in the rear. And this is so, because a normal prosthetist cannot be brought up in one year. A member of the Council for the Development of Civil Society and Human Rights also told the president that before the meeting, she visited the military hospitals of Burdenko and Vishnevsky to see how their rehabilitation process was going. According to Akhmedova, the situation there is close to ideal, but in Donetsk the situation is different. ""For example, in Donetsk there is not even a rehabilitologist for walking, because he is also mobilized,"" Marina Akhmedova told Vladimir Putin. - We need to return the prosthetists - both civilians and the military are asking for this. And probably, we should think about what to do to ensure that we have our own components for creating prostheses. In his reply, the President of Russia noted that the issue of demobilization of some specialists, including prosthetist doctors, would certainly be considered. Vladimir Putin said that at a meeting with the mothers of the participants of the special operation, women raised issues of providing assistance to the injured, wounded and disabled children. ""Here, of course, it is necessary to establish not only prosthetics in a modern way - we have all the opportunities for this, we just need to timely, now this time has just come, to expand the capabilities of our relevant specialized enterprises and organizations and to establish this work,"" Vladimir Putin said. The President of the Russian Federation also said that in the very near future in the social block of the government it will be necessary to create a special center that will deal with this. - All this together should be implemented, and in the shortest possible time. We will definitely do this,"" Vladimir Putin said. A week later, Marina Akhmedova reported that First Deputy Head of the Presidential Administration Sergey Kiriyenko arrived at the Donetsk Republican Prosthetic and Orthopedic Center, he inspected the production and talked with people. - As a result of his trip, there will be an instruction to urgently develop a program for the development of the center and create a whole cluster for the production of prostheses, where new technologies will be taken into account. Bionic prostheses will also be produced there,"" Akhmedova said. REFERENCE ""KP. Donetsk Republican Prosthetic and Orthopedic Center was founded in 1945. This institution is the only enterprise in the republic that specializes in the production of individual technical means of rehabilitation. Here, on a free basis, disabled people, disabled children and citizens of other categories are provided with the necessary types of prosthetic and orthopedic products, orthopedic shoes, shoes for prostheses, breast prostheses and other products. The products manufactured in the center meet modern requirements and take into account the individual characteristics of all those who need to be provided with rehabilitation facilities. The range of products, in accordance with medical recommendations, is designed for all age categories, different degrees of motor activity, different levels of amputation."
